Actual,Predicted_Probability,Predicted_Label,Risk_Level,Top_Features
1,0.6756799543545016,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.05688862272824212,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges, PaperlessBilling_Yes"
0,0.014940583028163219,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.01201488387237766,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.24791013387493221,0,Low,"InternetService_Fiber optic, StreamingMovies_Yes, tenure, Contract_Two year, TechSupport_Yes"
1,0.25089007276089126,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.04493229992941826,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaperlessBilling_Yes"
0,0.07481013677243191,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.29538670068088063,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MonthlyCharges"
0,0.010324494763171706,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.08185810495080027,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.7253449453297248,1,High,"InternetService_Fiber optic, Contract_Two year, tenure, StreamingMovies_Yes, MonthlyCharges"
0,0.02468045731105561,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.3761751937725606,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaperlessBilling_Yes"
0,0.1443172189958802,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.35754512113993925,0,Low,"TotalCharges_45.3, tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.11693184477719522,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.6917419081318614,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.021804526604317143,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, MultipleLines_Yes"
0,0.2782393632079737,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year"
0,0.03954525368102742,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, TechSupport_Yes, MultipleLines_Yes"
0,0.3868368025991185,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingTV_Yes, MonthlyCharges"
0,0.006712084228945273,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.25096063117717465,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, MultipleLines_Yes"
1,0.5974450298876375,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
1,0.4506568395023132,0,Medium,"InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.42886433224587545,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.005369963639533736,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.5937039410713972,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.19892933903207533,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.3536288087946966,0,Low,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, tenure, PaymentMethod_Electronic check"
0,0.006522877540754703,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.020549543314547208,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, TechSupport_Yes, MultipleLines_Yes"
0,0.2610681912328009,0,Low,"InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, TotalCharges_2570.2, TechSupport_Yes"
1,0.5704694578550972,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
0,0.34539525202245197,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.5875777999877573,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.08637380604569574,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.011642981791892142,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.4815188671056277,0,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
1,0.34545609126992943,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.3274349944200239,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.005335913586060636,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.301506578764806,0,Low,"Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.4956721948511235,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes, MonthlyCharges"
0,0.11731585749978332,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.5170369113680354,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
1,0.1925840118840146,0,Low,"Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, StreamingTV_Yes"
0,0.012850125089994505,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.05139454867141806,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.27790709480932474,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, MultipleLines_Yes"
0,0.1770093908150422,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check"
1,0.6905502875790231,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
1,0.680305852550223,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, Contract_One year"
0,0.3811413594463057,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, MultipleLines_Yes"
0,0.04837590107165386,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.6269007330417131,1,Medium,"InternetService_Fiber optic, Contract_Two year, tenure, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.0867731777641834,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes"
0,0.3878876928189116,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.33363287438325956,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year"
0,0.08615619467133315,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year"
0,0.13437101665326334,0,Low,"InternetService_Fiber optic, MonthlyCharges, tenure, MultipleLines_Yes, Contract_Two year"
0,0.5263860509247685,1,Medium,"InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes"
1,0.21634550188617271,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes"
0,0.06309924799578172,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.5684506815842068,1,Medium,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year"
0,0.022791800020183658,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.09380717486473071,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes, MultipleLines_Yes"
1,0.41354673719445273,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, TotalCharges_77.15"
0,0.1309621600465988,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.03572023441822835,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.009345115930350494,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
1,0.7318368074737317,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
1,0.3207130785045404,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
1,0.6069974388012658,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, TechSupport_Yes"
0,0.7459788123338302,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.032729784809463834,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.3943325184501517,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.3709169222230756,0,Low,"InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, Contract_Two year, MultipleLines_Yes"
0,0.0043878011691205355,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.017125926793151752,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
1,0.3672562726375546,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, MonthlyCharges, Contract_Two year"
0,0.23334243784516534,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.23385960737907935,0,Low,"tenure, TotalCharges_19.5, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.6577820655722565,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, PaymentMethod_Electronic check"
1,0.09923139494805903,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, PaperlessBilling_Yes, Contract_Two year"
1,0.16893799861813516,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.5459177499933511,1,Medium,"InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.05216423620431069,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, tenure, PaperlessBilling_Yes"
0,0.1356062736884885,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.22969073397443382,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, TotalCharges_19.75, Contract_Two year"
1,0.6273614644448454,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
1,0.2023625926887196,0,Low,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.011207880768980487,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.261906180179679,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.5127324323833653,1,Medium,"tenure, InternetService_Fiber optic, TotalCharges_74.6, Contract_Two year, PaperlessBilling_Yes"
0,0.021560910544812815,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.04584866355453418,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.027572313001131946,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaymentMethod_Electronic check"
0,0.1334202823338071,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
1,0.4909087764883782,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, TotalCharges_25.7"
1,0.37482265396241093,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.06438264253799966,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges"
1,0.636661131232567,1,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.29494456514515355,0,Low,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, tenure, PaymentMethod_Electronic check"
0,0.5431556292445906,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.013356223895095465,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.046990681464142266,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.024062551799281153,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.04106392442912594,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, MultipleLines_Yes"
1,0.8225061570913831,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.1880698061949832,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, TechSupport_Yes"
0,0.01911523726561426,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.14479062605758927,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.5998816592599163,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.3073076127199462,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, MonthlyCharges, StreamingMovies_Yes"
1,0.8434015183984969,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
1,0.3527882399554788,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.1153925027388037,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes"
1,0.4512759709185912,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.025924956279691914,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.041173994086411286,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.27597356389527194,0,Low,"Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingMovies_Yes"
0,0.4943720277815262,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
1,0.6015937400013543,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.02079638409278539,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MultipleLines_Yes, TechSupport_Yes"
0,0.10159493488145983,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.10732547127751105,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, MultipleLines_Yes, TechSupport_Yes"
0,0.2843011332973088,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.459115951948283,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.3578484518843271,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.3483099978919307,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, TechSupport_Yes"
0,0.21159500872296216,0,Low,"InternetService_Fiber optic, PaperlessBilling_Yes, MultipleLines_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.1380179525243386,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.020322902096454567,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.20587625136558274,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes, Contract_Two year"
0,0.019792335722011944,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaymentMethod_Electronic check"
1,0.5634834424379459,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, OnlineSecurity_Yes, MonthlyCharges"
0,0.13699424241834457,0,Low,"InternetService_Fiber optic, tenure, TechSupport_Yes, PaperlessBilling_Yes, Contract_Two year"
